gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season
22100144,11/7/21,regular,1610612760,OKC,OKC,SAS,48,99,35,94,37.2,12,42,28.6,17,20,85,15,42,57,21,15,5,7,14,5,1,2022
22100144,11/7/21,regular,1610612759,SAS,OKC,SAS,48,94,41,100,41,6,30,20,6,9,66.7,11,35,46,29,10,9,10,16,-5,0,2022
22100145,11/7/21,regular,1610612744,GSW,GSW,HOU,48,120,44,85,51.8,15,46,32.6,17,20,85,7,34,41,31,17,12,3,28,13,1,2022
22100145,11/7/21,regular,1610612745,HOU,GSW,HOU,48,107,36,79,45.6,10,33,30.3,25,37,67.6,12,30,42,17,21,11,3,16,-13,0,2022
22100146,11/7/21,regular,1610612766,CHA,LAC,CHA,48,106,41,101,40.6,10,33,30.3,14,18,77.8,12,32,44,20,13,13,2,21,-14,0,2022
22100146,11/7/21,regular,1610612746,LAC,LAC,CHA,48,120,41,86,47.7,18,48,37.5,20,21,95.2,7,43,50,24,20,8,5,16,14,1,2022
22100147,11/8/21,regular,1610612752,NYK,PHI,NYK,48,103,40,91,44,13,40,32.5,10,13,76.9,14,41,55,25,13,4,4,18,7,1,2022
22100147,11/8/21,regular,1610612755,PHI,PHI,NYK,48,96,35,91,38.5,13,40,32.5,13,16,81.3,12,35,47,20,9,7,6,13,-7,0,2022
22100148,11/8/21,regular,1610612751,BKN,CHI,BKN,48,95,34,86,39.5,11,33,33.3,16,19,84.2,6,36,42,19,15,6,7,16,-23,0,2022
22100148,11/8/21,regular,1610612741,CHI,CHI,BKN,48,118,46,98,46.9,9,31,29,17,20,85,15,41,56,21,9,8,5,17,23,1,2022
22100149,11/8/21,regular,1610612763,MEM,MEM,MIN,53,125,46,92,50,11,28,39.3,22,26,84.6,15,36,51,28,16,7,8,22,7,1,2022
22100149,11/8/21,regular,1610612750,MIN,MEM,MIN,53,118,41,97,42.3,17,45,37.8,19,23,82.6,15,30,45,23,16,7,8,27,-7,0,2022
22100150,11/8/21,regular,1610612742,DAL,DAL,NOP,48,108,43,85,50.6,14,35,40,8,13,61.5,9,37,46,27,13,7,3,15,16,1,2022
22100150,11/8/21,regular,1610612740,NOP,DAL,NOP,48,92,37,87,42.5,9,34,26.5,9,11,81.8,9,30,39,27,14,7,0,16,-16,0,2022
22100151,11/8/21,regular,1610612743,DEN,DEN,MIA,48,113,42,91,46.2,12,41,29.3,17,24,70.8,12,37,49,28,10,7,5,23,17,1,2022
22100151,11/8/21,regular,1610612748,MIA,DEN,MIA,48,96,31,78,39.7,13,36,36.1,21,25,84,6,31,37,22,13,3,3,20,-17,0,2022
22100152,11/8/21,regular,1610612737,ATL,GSW,ATL,48,113,38,82,46.3,17,43,39.5,20,26,76.9,3,32,35,21,18,6,2,16,-14,0,2022
22100152,11/8/21,regular,1610612744,GSW,GSW,ATL,48,127,44,92,47.8,18,44,40.9,21,22,95.5,10,29,39,31,14,13,4,22,14,1,2022
22100153,11/8/21,regular,1610612756,PHX,SAC,PHX,48,109,44,93,47.3,12,30,40,9,11,81.8,5,33,38,28,15,14,9,21,5,1,2022
22100153,11/8/21,regular,1610612758,SAC,SAC,PHX,48,104,37,82,45.1,10,24,41.7,20,26,76.9,8,38,46,18,24,6,6,18,-5,0,2022
22100154,11/8/21,regular,1610612766,CHA,LAL,CHA,53,123,43,99,43.4,14,42,33.3,23,28,82.1,14,41,55,23,18,5,3,23,-3,0,2022
22100154,11/8/21,regular,1610612747,LAL,LAL,CHA,53,126,44,91,48.4,13,32,40.6,25,35,71.4,8,43,51,30,15,11,8,23,3,1,2022
22100155,11/9/21,regular,1610612749,MIL,PHI,MIL,48,118,44,95,46.3,15,39,38.5,15,21,71.4,12,40,52,21,9,5,6,10,9,1,2022
22100155,11/9/21,regular,1610612755,PHI,PHI,MIL,48,109,42,103,40.8,14,43,32.6,11,12,91.7,13,33,46,21,7,7,7,20,-9,0,2022
22100156,11/9/21,regular,1610612737,ATL,UTA,ATL,48,98,37,85,43.5,18,35,51.4,6,10,60,6,26,32,22,13,6,5,18,-12,0,2022
22100156,11/9/21,regular,1610612762,UTA,UTA,ATL,48,110,41,81,50.6,15,38,39.5,13,16,81.3,8,36,44,21,15,8,4,20,12,1,2022
22100157,11/9/21,regular,1610612746,LAC,LAC,POR,48,117,44,85,51.8,16,30,53.3,13,19,68.4,5,38,43,25,8,5,0,17,8,1,2022
22100157,11/9/21,regular,1610612757,POR,LAC,POR,48,109,43,91,47.3,14,37,37.8,9,12,75,9,34,43,29,10,6,5,15,-8,0,2022
22100158,11/10/21,regular,1610612739,CLE,CLE,WAS,48,94,35,76,46.1,9,31,29,15,21,71.4,6,34,40,21,15,7,4,18,-3,0,2022
22100158,11/10/21,regular,1610612764,WAS,CLE,WAS,48,97,35,84,41.7,10,28,35.7,17,17,100,12,37,49,25,12,9,2,20,3,1,2022
22100159,11/10/21,regular,1610612751,BKN,ORL,BKN,48,123,46,91,50.5,16,37,43.2,15,17,88.2,8,41,49,29,15,8,5,18,33,1,2022
22100159,11/10/21,regular,1610612753,ORL,ORL,BKN,48,90,35,92,38,4,33,12.1,16,24,66.7,12,37,49,19,17,10,3,18,-33,0,2022
22100160,11/10/21,regular,1610612738,BOS,BOS,TOR,48,104,42,94,44.7,10,29,34.5,10,15,66.7,12,32,44,21,15,10,5,13,16,1,2022
22100160,11/10/21,regular,1610612761,TOR,BOS,TOR,48,88,33,77,42.9,6,25,24,16,19,84.2,6,35,41,20,18,8,8,17,-16,0,2022
22100161,11/10/21,regular,1610612749,MIL,NYK,MIL,48,112,40,90,44.4,26,50,52,6,9,66.7,13,37,50,29,15,4,4,17,12,1,2022
22100161,11/10/21,regular,1610612752,NYK,NYK,MIL,48,100,36,83,43.4,16,37,43.2,12,17,70.6,7,31,38,19,11,9,10,17,-12,0,2022
22100162,11/10/21,regular,1610612765,DET,HOU,DET,48,112,42,97,43.3,16,48,33.3,12,18,66.7,16,33,49,23,14,6,6,26,8,1,2022
22100162,11/10/21,regular,1610612745,HOU,HOU,DET,48,104,35,82,42.7,12,34,35.3,22,34,64.7,8,34,42,17,16,5,5,20,-8,0,2022
22100163,11/10/21,regular,1610612741,CHI,CHI,DAL,48,117,45,89,50.6,15,31,48.4,12,14,85.7,8,38,46,26,11,9,2,15,10,1,2022
22100163,11/10/21,regular,1610612742,DAL,CHI,DAL,48,107,38,83,45.8,12,33,36.4,19,24,79.2,8,35,43,23,12,9,4,16,-10,0,2022
22100164,11/10/21,regular,1610612766,CHA,MEM,CHA,48,118,41,90,45.6,15,36,41.7,21,24,87.5,9,40,49,32,17,13,7,16,10,1,2022
22100164,11/10/21,regular,1610612763,MEM,MEM,CHA,48,108,45,107,42.1,9,38,23.7,9,15,60,20,37,57,27,16,14,8,18,-10,0,2022
22100165,11/10/21,regular,1610612740,NOP,NOP,OKC,48,100,34,97,35.1,9,35,25.7,23,32,71.9,19,31,50,24,10,13,5,20,-8,0,2022
22100165,11/10/21,regular,1610612760,OKC,NOP,OKC,48,108,37,87,42.5,10,34,29.4,24,30,80,13,43,56,23,18,6,4,23,8,1,2022
22100166,11/10/21,regular,1610612758,SAC,SAS,SAC,48,117,47,91,51.6,10,36,27.8,13,16,81.3,11,33,44,20,15,4,6,26,-19,0,2022
22100166,11/10/21,regular,1610612759,SAS,SAS,SAC,48,136,49,92,53.3,18,32,56.3,20,31,64.5,12,31,43,34,8,11,3,16,19,1,2022
22100167,11/10/21,regular,1610612743,DEN,DEN,IND,48,101,36,84,42.9,12,30,40,17,20,85,11,28,39,19,10,5,4,14,3,1,2022
22100167,11/10/21,regular,1610612754,IND,DEN,IND,48,98,40,84,47.6,11,31,35.5,7,11,63.6,10,38,48,22,15,5,11,19,-3,0,2022
22100168,11/10/21,regular,1610612756,PHX,PHX,POR,48,119,49,94,52.1,11,28,39.3,10,12,83.3,9,30,39,27,11,6,6,20,10,1,2022
22100168,11/10/21,regular,1610612757,POR,PHX,POR,48,109,44,91,48.4,7,30,23.3,14,16,87.5,14,32,46,24,16,5,2,21,-10,0,2022
22100169,11/10/21,regular,1610612744,GSW,GSW,MIN,48,123,40,85,47.1,11,40,27.5,32,40,80,20,33,53,23,16,14,6,21,13,1,2022
22100169,11/10/21,regular,1610612750,MIN,GSW,MIN,48,110,39,95,41.1,17,44,38.6,15,20,75,17,23,40,30,17,8,4,28,-13,0,2022
22100170,11/10/21,regular,1610612747,LAL,LAL,MIA,53,120,46,92,50,18,38,47.4,10,16,62.5,9,41,50,26,23,5,6,27,3,1,2022
22100170,11/10/21,regular,1610612748,MIA,LAL,MIA,53,117,40,96,41.7,10,37,27,27,35,77.1,11,36,47,26,14,14,2,25,-3,0,2022
22100171,11/11/21,regular,1610612755,PHI,PHI,TOR,48,109,40,88,45.5,11,34,32.4,18,19,94.7,9,30,39,29,12,8,8,16,-6,0,2022
22100171,11/11/21,regular,1610612761,TOR,PHI,TOR,48,115,42,96,43.8,14,33,42.4,17,17,100,16,31,47,25,12,10,7,18,6,1,2022
22100172,11/11/21,regular,1610612754,IND,UTA,IND,48,111,43,96,44.8,11,31,35.5,14,19,73.7,15,38,53,19,13,7,5,23,11,1,2022
22100172,11/11/21,regular,1610612762,UTA,UTA,IND,48,100,39,83,47,9,32,28.1,13,23,56.5,7,30,37,22,12,6,4,16,-11,0,2022
22100173,11/11/21,regular,1610612746,LAC,LAC,MIA,48,112,43,91,47.3,11,37,29.7,15,17,88.2,9,33,42,20,12,9,9,14,3,1,2022
22100173,11/11/21,regular,1610612748,MIA,LAC,MIA,48,109,43,97,44.3,9,41,22,14,17,82.4,18,32,50,18,15,9,4,21,-3,0,2022
22100174,11/12/21,regular,1610612766,CHA,CHA,NYK,48,104,39,90,43.3,10,36,27.8,16,24,66.7,12,37,49,25,14,10,5,18,8,1,2022
22100174,11/12/21,regular,1610612752,NYK,CHA,NYK,48,96,36,93,38.7,13,35,37.1,11,18,61.1,14,37,51,17,19,8,5,22,-8,0,2022
22100175,11/12/21,regular,1610612738,BOS,BOS,MIL,53,122,47,96,49,12,41,29.3,16,18,88.9,16,37,53,22,17,5,7,12,9,1,2022
22100175,11/12/21,regular,1610612749,MIL,BOS,MIL,53,113,44,98,44.9,16,47,34,9,11,81.8,12,27,39,23,13,7,3,19,-9,0,2022
22100176,11/12/21,regular,1610612739,CLE,CLE,DET,48,98,39,82,47.6,14,41,34.1,6,9,66.7,8,32,40,27,21,12,6,11,20,1,2022
22100176,11/12/21,regular,1610612765,DET,CLE,DET,48,78,29,79,36.7,9,30,30,11,13,84.6,10,33,43,18,23,12,5,13,-20,0,2022
22100177,11/12/21,regular,1610612745,HOU,HOU,POR,48,92,34,85,40,7,32,21.9,17,27,63,9,40,49,13,13,6,6,23,-12,0,2022
22100177,11/12/21,regular,1610612757,POR,HOU,POR,48,104,34,87,39.1,11,36,30.6,25,31,80.6,11,41,52,21,14,10,4,27,12,1,2022
22100178,11/12/21,regular,1610612763,MEM,MEM,PHX,48,94,37,98,37.8,7,33,21.2,13,23,56.5,17,42,59,19,15,6,6,16,-25,0,2022
22100178,11/12/21,regular,1610612756,PHX,MEM,PHX,48,119,46,94,48.9,18,37,48.6,9,9,100,4,42,46,28,12,12,6,22,25,1,2022
22100179,11/12/21,regular,1610612751,BKN,NOP,BKN,48,120,41,82,50,18,34,52.9,20,27,74.1,7,27,34,27,12,9,4,20,8,1,2022
22100179,11/12/21,regular,1610612740,NOP,NOP,BKN,48,112,43,88,48.9,13,32,40.6,13,16,81.3,12,31,43,26,16,6,5,26,-8,0,2022
22100180,11/12/21,regular,1610612760,OKC,OKC,SAC,48,105,42,99,42.4,10,30,33.3,11,15,73.3,16,36,52,13,10,8,6,18,2,1,2022
22100180,11/12/21,regular,1610612758,SAC,OKC,SAC,48,103,38,95,40,14,41,34.1,13,17,76.5,11,38,49,20,14,5,7,12,-2,0,2022
22100181,11/12/21,regular,1610612742,DAL,SAS,DAL,48,123,46,100,46,18,45,40,13,19,68.4,10,38,48,30,6,9,7,18,14,1,2022
22100181,11/12/21,regular,1610612759,SAS,SAS,DAL,48,109,41,84,48.8,13,30,43.3,14,20,70,3,38,41,30,13,3,3,17,-14,0,2022
22100182,11/12/21,regular,1610612737,ATL,DEN,ATL,48,96,38,93,40.9,5,28,17.9,15,21,71.4,14,36,50,20,8,2,5,20,-9,0,2022
22100182,11/12/21,regular,1610612743,DEN,DEN,ATL,48,105,40,90,44.4,10,35,28.6,15,20,75,10,39,49,26,8,6,5,21,9,1,2022
22100183,11/12/21,regular,1610612741,CHI,GSW,CHI,48,93,34,78,43.6,8,27,29.6,17,22,77.3,7,31,38,18,20,9,2,16,-26,0,2022
22100183,11/12/21,regular,1610612744,GSW,GSW,CHI,48,119,45,93,48.4,15,46,32.6,14,16,87.5,12,35,47,27,16,15,3,15,26,1,2022
22100184,11/12/21,regular,1610612747,LAL,LAL,MIN,48,83,29,82,35.4,9,41,22,16,20,80,11,33,44,17,20,12,8,14,-24,0,2022
22100184,11/12/21,regular,1610612750,MIN,LAL,MIN,48,107,43,94,45.7,12,37,32.4,9,12,75,14,40,54,24,16,10,4,21,24,1,2022
22100185,11/13/21,regular,1610612748,MIA,UTA,MIA,48,111,42,85,49.4,13,33,39.4,14,16,87.5,13,35,48,23,21,6,3,25,6,1,2022
22100185,11/13/21,regular,1610612762,UTA,UTA,MIA,48,105,35,85,41.2,17,53,32.1,18,25,72,12,26,38,23,17,13,2,19,-6,0,2022
22100186,11/13/21,regular,1610612754,IND,IND,PHI,48,118,47,82,57.3,14,28,50,10,15,66.7,7,30,37,33,15,7,10,21,5,1,2022
22100186,11/13/21,regular,1610612755,PHI,IND,PHI,48,113,38,89,42.7,12,23,52.2,25,29,86.2,18,28,46,16,14,11,2,22,-5,0,2022
22100187,11/13/21,regular,1610612753,ORL,ORL,WAS,48,92,31,92,33.7,13,40,32.5,17,20,85,14,30,44,21,13,7,5,15,-12,0,2022
22100187,11/13/21,regular,1610612764,WAS,ORL,WAS,48,104,42,84,50,12,35,34.3,8,10,80,7,41,48,29,16,6,7,17,12,1,2022
22100188,11/13/21,regular,1610612763,MEM,NOP,MEM,48,101,38,88,43.2,8,24,33.3,17,21,81,13,26,39,21,9,6,6,19,-11,0,2022
22100188,11/13/21,regular,1610612740,NOP,NOP,MEM,48,112,38,79,48.1,14,29,48.3,22,25,88,8,29,37,29,14,5,6,22,11,1,2022
22100189,11/13/21,regular,1610612765,DET,TOR,DET,48,127,43,79,54.4,15,35,42.9,26,30,86.7,9,25,34,34,14,5,6,23,6,1,2022
22100189,11/13/21,regular,1610612761,TOR,TOR,DET,48,121,44,87,50.6,13,34,38.2,20,31,64.5,15,24,39,21,13,9,1,25,-6,0,2022
22100190,11/13/21,regular,1610612738,BOS,CLE,BOS,48,89,33,78,42.3,6,23,26.1,17,18,94.4,10,37,47,20,20,7,3,16,-2,0,2022
22100190,11/13/21,regular,1610612739,CLE,CLE,BOS,48,91,31,81,38.3,10,38,26.3,19,22,86.4,9,30,39,17,11,10,4,19,2,1,2022
22100191,11/13/21,regular,1610612746,LAC,LAC,MIN,48,129,53,99,53.5,16,40,40,7,9,77.8,11,46,57,35,14,6,8,17,27,1,2022
22100191,11/13/21,regular,1610612750,MIN,LAC,MIN,48,102,40,102,39.2,11,36,30.6,11,16,68.8,12,29,41,25,11,8,6,15,-27,0,2022
22100192,11/14/21,regular,1610612747,LAL,LAL,SAS,48,114,43,83,51.8,15,31,48.4,13,17,76.5,9,37,46,28,16,6,5,16,8,1,2022
22100192,11/14/21,regular,1610612759,SAS,LAL,SAS,48,106,40,90,44.4,16,36,44.4,10,15,66.7,11,32,43,28,15,9,2,17,-8,0,2022
22100193,11/14/21,regular,1610612737,ATL,ATL,MIL,48,120,47,97,48.5,15,35,42.9,11,13,84.6,15,36,51,21,13,6,1,19,20,1,2022
22100193,11/14/21,regular,1610612749,MIL,ATL,MIL,48,100,38,84,45.2,14,41,34.1,10,16,62.5,4,26,30,24,11,8,3,17,-20,0,2022
22100194,11/14/21,regular,1610612766,CHA,CHA,GSW,48,106,42,88,47.7,14,36,38.9,8,12,66.7,4,35,39,23,13,10,2,21,4,1,2022
22100194,11/14/21,regular,1610612744,GSW,CHA,GSW,48,102,38,90,42.2,9,39,23.1,17,25,68,11,38,49,31,15,8,7,17,-4,0,2022
22100195,11/14/21,regular,1610612745,HOU,HOU,PHX,48,89,35,85,41.2,7,32,21.9,12,18,66.7,9,39,48,19,23,7,5,19,-26,0,2022
22100195,11/14/21,regular,1610612756,PHX,HOU,PHX,48,115,42,97,43.3,14,40,35,17,20,85,12,40,52,19,10,16,7,19,26,1,2022
22100196,11/14/21,regular,1610612751,BKN,OKC,BKN,48,120,41,82,50,18,43,41.9,20,21,95.2,7,37,44,31,15,8,3,15,24,1,2022
22100196,11/14/21,regular,1610612760,OKC,OKC,BKN,48,96,36,90,40,14,45,31.1,10,11,90.9,10,34,44,20,14,9,2,22,-24,0,2022
22100197,11/14/21,regular,1610612743,DEN,DEN,POR,48,124,47,90,52.2,19,40,47.5,11,14,78.6,14,35,49,29,11,9,1,14,29,1,2022
22100197,11/14/21,regular,1610612757,POR,DEN,POR,48,95,35,80,43.8,13,39,33.3,12,13,92.3,8,28,36,22,13,8,4,15,-29,0,2022
22100198,11/14/21,regular,1610612741,CHI,LAC,CHI,48,100,38,86,44.2,11,29,37.9,13,14,92.9,7,38,45,19,15,9,4,20,10,1,2022
22100198,11/14/21,regular,1610612746,LAC,LAC,CHI,48,90,29,81,35.8,11,34,32.4,21,21,100,9,35,44,16,20,7,7,15,-10,0,2022
22100199,11/15/21,regular,1610612738,BOS,CLE,BOS,48,98,36,78,46.2,10,29,34.5,16,20,80,6,40,46,23,14,7,6,16,6,1,2022
22100199,11/15/21,regular,1610612739,CLE,CLE,BOS,48,92,32,83,38.6,16,40,40,12,16,75,7,35,42,18,14,6,3,18,-6,0,2022
22100200,11/15/21,regular,1610612765,DET,DET,SAC,48,107,39,96,40.6,13,47,27.7,16,17,94.1,16,31,47,23,18,7,2,10,-22,0,2022
22100200,11/15/21,regular,1610612758,SAC,DET,SAC,48,129,52,98,53.1,16,33,48.5,9,11,81.8,11,36,47,32,14,11,5,17,22,1,2022
22100201,11/15/21,regular,1610612740,NOP,WAS,NOP,48,100,30,74,40.5,11,21,52.4,29,34,85.3,7,38,45,20,12,2,3,25,-5,0,2022
22100201,11/15/21,regular,1610612764,WAS,WAS,NOP,48,105,39,84,46.4,10,28,35.7,17,25,68,6,36,42,23,6,9,4,22,5,1,2022
22100202,11/15/21,regular,1610612737,ATL,ATL,ORL,48,129,47,85,55.3,14,30,46.7,21,32,65.6,9,37,46,32,11,10,7,17,18,1,2022
22100202,11/15/21,regular,1610612753,ORL,ATL,ORL,48,111,43,95,45.3,16,43,37.2,9,14,64.3,12,29,41,30,16,8,5,27,-18,0,2022
22100203,11/15/21,regular,1610612754,IND,NYK,IND,48,84,32,86,37.2,8,37,21.6,12,16,75,9,35,44,16,9,6,6,15,-8,0,2022
22100203,11/15/21,regular,1610612752,NYK,NYK,IND,48,92,37,86,43,11,34,32.4,7,10,70,8,38,46,22,12,1,5,15,8,1,2022
22100204,11/15/21,regular,1610612742,DAL,DAL,DEN,48,111,45,90,50,14,36,38.9,7,10,70,10,34,44,30,9,7,2,19,10,1,2022
22100204,11/15/21,regular,1610612743,DEN,DAL,DEN,48,101,40,84,47.6,9,32,28.1,12,17,70.6,10,36,46,20,12,4,5,16,-10,0,2022
22100205,11/15/21,regular,1610612745,HOU,MEM,HOU,48,102,36,95,37.9,11,38,28.9,19,26,73.1,14,32,46,24,18,6,5,16,-34,0,2022
22100205,11/15/21,regular,1610612763,MEM,MEM,HOU,48,136,52,96,54.2,16,41,39,16,20,80,7,42,49,33,10,14,8,21,34,1,2022
22100206,11/15/21,regular,1610612750,MIN,MIN,PHX,48,96,31,85,36.5,13,44,29.5,21,27,77.8,13,41,54,18,21,8,3,28,-3,0,2022
22100206,11/15/21,regular,1610612756,PHX,MIN,PHX,48,99,32,85,37.6,7,31,22.6,28,36,77.8,14,38,52,21,15,8,2,23,3,1,2022
22100207,11/15/21,regular,1610612748,MIA,OKC,MIA,48,103,37,82,45.1,18,40,45,11,13,84.6,8,37,45,22,19,11,5,13,13,1,2022
22100207,11/15/21,regular,1610612760,OKC,OKC,MIA,48,90,34,83,41,15,41,36.6,7,10,70,9,33,42,26,20,6,10,15,-13,0,2022
22100208,11/15/21,regular,1610612757,POR,POR,TOR,48,118,46,82,56.1,16,36,44.4,10,14,71.4,7,32,39,25,14,6,7,15,5,1,2022
22100208,11/15/21,regular,1610612761,TOR,POR,TOR,48,113,41,89,46.1,15,33,45.5,16,18,88.9,12,27,39,20,11,7,2,17,-5,0,2022
22100209,11/15/21,regular,1610612741,CHI,LAL,CHI,48,121,49,89,55.1,15,34,44.1,8,11,72.7,4,32,36,31,17,9,2,21,18,1,2022
22100209,11/15/21,regular,1610612747,LAL,LAL,CHI,48,103,36,79,45.6,6,32,18.8,25,31,80.6,8,35,43,19,19,10,5,15,-18,0,2022
22100210,11/16/21,regular,1610612751,BKN,BKN,GSW,48,99,34,88,38.6,10,36,27.8,21,27,77.8,9,29,38,21,12,12,2,23,-18,0,2022
22100210,11/16/21,regular,1610612744,GSW,BKN,GSW,48,117,41,79,51.9,13,40,32.5,22,28,78.6,9,44,53,25,22,4,8,27,18,1,2022
22100211,11/16/21,regular,1610612755,PHI,UTA,PHI,48,85,33,90,36.7,6,29,20.7,13,17,76.5,6,36,42,19,9,5,5,16,-35,0,2022
22100211,11/16/21,regular,1610612762,UTA,UTA,PHI,48,120,46,89,51.7,16,38,42.1,12,19,63.2,6,50,56,27,11,5,8,20,35,1,2022
22100212,11/16/21,regular,1610612746,LAC,LAC,SAS,48,106,37,85,43.5,12,38,31.6,20,22,90.9,6,46,52,16,21,9,3,13,14,1,2022
22100212,11/16/21,regular,1610612759,SAS,LAC,SAS,48,92,41,95,43.2,5,22,22.7,5,7,71.4,6,35,41,26,16,10,4,17,-14,0,2022
22100213,11/17/21,regular,1610612766,CHA,CHA,WAS,48,97,42,96,43.8,10,32,31.3,3,6,50,16,43,59,30,11,6,8,16,10,1,2022
22100213,11/17/21,regular,1610612764,WAS,CHA,WAS,48,87,33,90,36.7,8,42,19,13,16,81.3,11,37,48,23,11,7,5,12,-10,0,2022
22100214,11/17/21,regular,1610612765,DET,DET,IND,48,97,34,80,42.5,8,28,28.6,21,28,75,8,34,42,16,13,13,5,20,8,1,2022
22100214,11/17/21,regular,1610612754,IND,DET,IND,48,89,33,79,41.8,9,37,24.3,14,19,73.7,7,36,43,14,18,5,5,22,-8,0,2022
22100215,11/17/21,regular,1610612737,ATL,ATL,BOS,48,110,41,81,50.6,13,37,35.1,15,18,83.3,6,34,40,28,14,9,4,17,11,1,2022
22100215,11/17/21,regular,1610612738,BOS,ATL,BOS,48,99,37,84,44,11,41,26.8,14,17,82.4,12,30,42,24,14,9,2,17,-11,0,2022
22100216,11/17/21,regular,1610612751,BKN,BKN,CLE,48,109,38,83,45.8,12,32,37.5,21,25,84,8,39,47,29,12,7,3,20,10,1,2022
22100216,11/17/21,regular,1610612739,CLE,BKN,CLE,48,99,35,89,39.3,11,44,25,18,21,85.7,12,38,50,20,14,9,1,17,-10,0,2022
22100217,11/17/21,regular,1610612748,MIA,MIA,NOP,48,113,42,87,48.3,15,40,37.5,14,17,82.4,10,29,39,29,11,6,2,25,15,1,2022
22100217,11/17/21,regular,1610612740,NOP,MIA,NOP,48,98,33,75,44,10,35,28.6,22,28,78.6,10,28,38,18,17,6,3,21,-15,0,2022
22100218,11/17/21,regular,1610612752,NYK,NYK,ORL,48,98,37,88,42,16,49,32.7,8,12,66.7,11,34,45,25,18,5,7,20,-6,0,2022
22100218,11/17/21,regular,1610612753,ORL,NYK,ORL,48,104,39,96,40.6,11,38,28.9,15,18,83.3,14,37,51,20,15,7,3,19,6,1,2022
22100219,11/17/21,regular,1610612747,LAL,MIL,LAL,48,102,40,96,41.7,12,43,27.9,10,12,83.3,11,37,48,24,13,8,4,19,-7,0,2022
22100219,11/17/21,regular,1610612749,MIL,MIL,LAL,48,109,40,87,46,12,37,32.4,17,24,70.8,9,43,52,22,15,9,4,10,7,1,2022
22100220,11/17/21,regular,1610612750,MIN,MIN,SAC,48,107,41,82,50,10,36,27.8,15,18,83.3,10,25,35,20,17,8,10,24,10,1,2022
22100220,11/17/21,regular,1610612758,SAC,MIN,SAC,48,97,34,93,36.6,10,38,26.3,19,25,76,20,27,47,19,20,7,3,22,-10,0,2022
22100221,11/17/21,regular,1610612745,HOU,OKC,HOU,48,89,32,90,35.6,12,42,28.6,13,19,68.4,9,37,46,16,14,6,4,14,-12,0,2022
22100221,11/17/21,regular,1610612760,OKC,OKC,HOU,48,101,41,92,44.6,10,39,25.6,9,16,56.3,9,47,56,18,14,10,6,19,12,1,2022
22100222,11/17/21,regular,1610612742,DAL,PHX,DAL,48,98,38,91,41.8,16,32,50,6,6,100,8,41,49,28,10,5,2,14,-7,0,2022
22100222,11/17/21,regular,1610612756,PHX,PHX,DAL,48,105,41,93,44.1,13,39,33.3,10,14,71.4,8,41,49,27,8,6,7,9,7,1,2022
22100223,11/17/21,regular,1610612741,CHI,POR,CHI,48,107,39,83,47,13,29,44.8,16,20,80,10,26,36,23,15,7,9,23,-5,0,2022
22100223,11/17/21,regular,1610612757,POR,POR,CHI,48,112,37,84,44,11,31,35.5,27,28,96.4,12,32,44,26,17,10,5,19,5,1,2022
22100224,11/18/21,regular,1610612739,CLE,CLE,GSW,48,89,34,80,42.5,12,39,30.8,9,16,56.3,13,29,42,22,20,6,3,11,-15,0,2022
22100224,11/18/21,regular,1610612744,GSW,CLE,GSW,48,104,41,83,49.4,15,43,34.9,7,8,87.5,5,29,34,36,11,12,2,17,15,1,2022
22100225,11/18/21,regular,1610612748,MIA,MIA,WAS,48,112,41,82,50,10,26,38.5,20,24,83.3,7,34,41,27,6,10,1,13,15,1,2022
22100225,11/18/21,regular,1610612764,WAS,MIA,WAS,48,97,38,77,49.4,15,36,41.7,6,10,60,5,32,37,25,17,4,3,19,-15,0,2022
22100226,11/18/21,regular,1610612746,LAC,MEM,LAC,48,108,42,90,46.7,16,39,41,8,8,100,7,27,34,24,14,6,6,15,-12,0,2022
22100226,11/18/21,regular,1610612763,MEM,MEM,LAC,48,120,52,96,54.2,11,26,42.3,5,6,83.3,12,35,47,28,12,8,7,17,12,1,2022
22100227,11/18/21,regular,1610612750,MIN,MIN,SAS,48,115,41,86,47.7,21,49,42.9,12,15,80,12,35,47,30,13,5,9,17,25,1,2022
22100227,11/18/21,regular,1610612759,SAS,MIN,SAS,48,90,35,84,41.7,6,32,18.8,14,19,73.7,11,31,42,26,12,7,6,12,-25,0,2022
22100228,11/18/21,regular,1610612743,DEN,DEN,PHI,48,89,32,89,36,12,36,33.3,13,16,81.3,10,36,46,22,11,6,4,14,-14,0,2022
22100228,11/18/21,regular,1610612755,PHI,DEN,PHI,48,103,43,85,50.6,11,29,37.9,6,12,50,6,39,45,22,10,5,7,18,14,1,2022
22100229,11/18/21,regular,1610612761,TOR,UTA,TOR,48,103,39,94,41.5,10,38,26.3,15,17,88.2,14,21,35,24,13,10,3,13,-16,0,2022
22100229,11/18/21,regular,1610612762,UTA,UTA,TOR,48,119,44,80,55,19,46,41.3,12,13,92.3,10,36,46,34,24,8,9,18,16,1,2022
22100230,11/19/21,regular,1610612766,CHA,CHA,IND,48,121,44,81,54.3,12,31,38.7,21,28,75,6,39,45,28,17,8,7,26,3,1,2022
